year,company ,region,sector ,re100,sbti,cn,nz,cc,,,
2025,Daimler Truck Holding,Europe,Automotive,,,,1,1,,,
2025,TD Synnex,North America,Industrial goods,,1,,,1,,,
2025,Bank of Montreal,North America,Financial services,,,,,1,,,
2025,XMXYG,Asia,Financial services,,,1,,,,,
2025,Industrial Bank,Asia,Financial services,,,,1,1,,,
2025,United Airlines Holdings,North America,Transportation and logistics,,1,,,-1,,,
2025,Nippon Steel,Asia,Metals and mining,,,,1,1,,,
2025,ConocoPhillips,North America,Metals and mining,,,,,1,,,
2025,Midea Group,Asia,Technology,,,1,,,,,
2025,Tsingshan Holding Group,Asia,Metals and mining,,,,,,,,
2025,TJX,North America,Retail,,,,,1,,,
2025,AbbVie,North America,Health care and pharmaceuticals,,1,,,,,,
2025,Enterprise Products Partners,North America,Energy and utilities,,,,,,,,
2025,China Pacific Insurance (Group),Asia,Financial services,,,1,,,,,
2025,Guangzhou Automobile Industry Group,Asia,Automotive,,,,1,,,,
2025,Bank of Nova Scotia,North America,Financial services,,,,,1,,,
2025,HBIS Group,Asia,Metals and mining,,,,1,,,,
2025,Intesa Sanpaolo,Europe,Financial services,,1,,,1,,,
2025,China Huaneng Group,Asia,Energy and utilities,,,,1,,,,
2025,Chubb,Europe,Financial services,,,,,1,,,
2025,HDFC Bank,Asia,Financial services,,,,1,,,,
2025,BHP Group,Other,Metals and mining,,,,,1,,,
2025,Repsol,Europe,Oil and gas,,,,,1,,,
2025,Panasonic Holdings,Asia,Technology,1,1,,,1,,,
2025,Maersk Group,Europe,Transportation and logistics,,1,,,1,,,
2025,Tokio Marine Holdings,Asia,Financial services,,,,,1,,,
2025,Charter Communications,North America,Telecommunications and media,,,,1,,,,
2025,State Power Investment,Asia,Energy and utilities,,,,,,,,
2025,PDD Holdings,Asia,Retail,,,,,,,,
2025,Performance Food Group,North America,"Food, beverages and agriculture",,,,,,,,
2025,American Airlines Group,North America,Transportation and logistics,,1,,,1,,,
2025,China United Network Communications,Asia,Telecommunications and media,,,1,,,,,
2025,AstraZeneca,Europe,Health care and pharmaceuticals,1,1,,,,,,
2025,Capital One Financial,North America,Financial services,,,,,-1,,,
2025,POSCO Holdings,Asia,Metals and mining,,,,,1,,,
2025,Cisco Systems,North America,Technology,1,1,,,,,,
2025,Rio Tinto Group,Europe,Metals and mining,,,,,1,,,
2025,HP,North America,Technology,1,1,,,1,,,
2025,Phoenix Pharma,Europe,Health care and pharmaceuticals,,,,1,1,,,
2025,Sanofi,Europe,Health care and pharmaceuticals,1,1,,,1,,,
2025,Tyson Foods,North America,"Food, beverages and agriculture",,1,,,1,,,
2025,Bunge Global,Europe,"Food, beverages and agriculture",,1,,,,,,
2025,Intel,North America,Technology,1,,,,1,,,
2025,Idemitsu Kosan,Asia,Oil and gas,,,,1,,,,
2025,Oracle,North America,Technology,,,,,,,,
2025,Tata Motors,Asia,Automotive,1,,,,,,,
2025,Broadcom,North America,Technology,,,,,,,,
2025,Bharat Petroleum,Asia,Oil and gas,,,,,,,,
2025,VTB Bank,Europe,Financial services,,,,1,,,,
2025,Novartis,Europe,Health care and pharmaceuticals,1,1,,,1,,,
2025,Deere,North America,Engineering and construction,,1,,,,,,
2025,Jinneng Holding Group,Asia,Metals and mining,,,,,,,,
2025,Nike,North America,Retail,1,1,,,,,,
2025,Dongfeng Motor,Asia,Automotive,,,,1,,,,
2025,Jingye Group,Asia,Metals and mining,,,,,,,,
2025,Banco Bradesco,Other,Financial services,,,,,1,,,
2025,Marubeni,Asia,Financial services,,,,,,,,
2025,Shaanxi Yanchang Petroleum (Group),Asia,Metals and mining,,,,,,,,
2025,Deutsche Bahn,Europe,Transportation and logistics,,1,,,1,,,
2025,Xiaomi,Asia,Retail,,,,1,,,,
2025,Crédit Mutuel Group,Europe,Financial services,,,,,1,,,
2025,Louis Dreyfus,Europe,"Food, beverages and agriculture",,,,,1,,,
2025,Liberty Mutual Insurance Group,North America,Financial services,,,,,,,,
2025,Bayer,Europe,Chemicals,,1,,,1,,,
2025,Saint-Gobain,Europe,Industrial goods,,1,,,1,,,
2025,Contemporary Amperex Technology,Asia,Automotive,,,,1,1,,,
2025,Plains GP Holdings,North America,Energy and utilities,,,,,,,,
2025,Talanx,Europe,Financial services,,,,,1,,,
2025,UniCredit Group,Europe,Financial services,,,,,,,,
2025,Volvo,Europe,Engineering and construction,,1,,,1,,,
2025,HD Hyundai,Asia,Oil and gas,,,,1,1,,,
2025,Shanghai Pudong Development Bank,Asia,Financial services,,,1,,,,,
2025,USAA,North America,Financial services,,,,,,,,
2025,SK Hynix,Asia,Technology,1,,,,1,,,
2025,Iberdrola,Europe,Energy and utilities,,1,,,1,,,
2025,Veolia Environnement,Europe,Energy and utilities,,1,,,1,,,
2025,Bristol-Myers Squibb,North America,Health care and pharmaceuticals,,1,,,,,,
2025,Landesbank Baden-Wurttemberg,Europe,Financial services,,,,,1,,,
2025,Ingram Micro Holding,North America,Industrial goods,,1,,,1,,,
2025,Sumitomo,Asia,Financial services,,,,1,1,,,
2025,General Dynamics,North America,Aerospace and defense,,,,1,,,,
2025,China Vanke,Asia,Real estate,,,1,,,,,
2025,SoftBank Group,Asia,Telecommunications and media,1,1,,,1,,,
2025,America Movil,Other,Telecommunications and media,,,,,,,,
2025,Canadian Imperial Bank of Commerce,North America,Financial services,,,,,1,,,
2025,Coca-Cola,North America,"Food, beverages and agriculture",,1,,,,,,
2025,L'Oréal,Europe,Household and personal products,,1,,,1,,,
2025,Denso,Asia,Automotive,,1,,1,1,,,
2025,TIAA,North America,Financial services,,,,,1,,,
2025,Meituan,Asia,Retail,,,,,,,,
2025,SNCF Group,Europe,Transportation and logistics,,1,1,,1,,,
2025,Travelers,North America,Financial services,,,,1,,,,
2025,Zhejiang Communications Investment Group,Asia,Transportation and logistics,,,1,,,,,
2025,Swiss Re,Europe,Financial services,1,,,,1,,,
2025,China South Industries Group,Asia,Aerospace and defense,,,,,,,,
2025,Raizen,Other,Oil and gas,,,,,,,,
2025,Taikang Insurance Group,Asia,Financial services,,,1,,,,,
2025,Ingka Group,Europe,Retail,1,1,,,-1,,,
2025,Eli Lilly,North America,Health care and pharmaceuticals,,,,1,1,,,
2025,ACS,Europe,Engineering and construction,,,,,1,,,
2025,Susun Construction Group,Asia,Engineering and construction,,,,,,,,
2025,China Huadian,Asia,Energy and utilities,,,1,,,,,
2025,George Weston,North America,Retail,,,,,,,,
2025,Orange,Europe,Telecommunications and media,,1,,,1,,,
2025,ZF Friedrichshafen,Europe,Automotive,,1,,1,,,,
2025,Telefonica,Europe,Telecommunications and media,1,1,,,1,,,
2025,Tokyo Electric Power,Asia,Energy and utilities,,,,1,,,,
2025,Woolworths Group,Other,Retail,1,1,,,1,,,
2025,Vodafone Group,Europe,Telecommunications and media,1,1,,,,,,
2025,Uber Technologies,North America,Retail,,1,,,1,,,
2025,Quanta Computer,Asia,Technology,,1,,,,,,
2025,Fomento Económico Mexicano,Other,"Food, beverages and agriculture",,,,,,,,
2025,MS&AD Insurance Group Holdings,Asia,Financial services,,,,,,,,
2025,China National Building Material Group,Asia,Industrial goods,,,1,,,,,
2025,Sinomach,Asia,Industrial goods,,,1,,,,,
2025,DZ Bank,Europe,Financial services,,,,,1,,,
2025,Massachusetts Mutual Life Insurance,North America,Financial services,,,,,1,,,
2025,Dow,North America,Chemicals,,,,1,,,,
2025,ANZ Group Holdings,Other,Financial services,1,,,,1,,,
2025,Continental,Europe,Automotive,1,1,,1,,,,
2025,Commonwealth Bank of Australia,Other,Financial services,1,,,,1,,,
2025,Thermo Fisher Scientific,North America,Health care and pharmaceuticals,,1,,,-1,,,
2025,Magna International,North America,Automotive,,1,,,1,,,
2025,U.S. Bancorp,North America,Financial services,,,,,,,,
2025,Caixa Econômica Federal,Other,Financial services,,,1,,1,,,
2025,Fairfax Financial Holdings,North America,Financial services,,,,,,,,
2025,J. Sainsbury,Europe,Retail,,1,,,,,,
2025,Zijin Mining Group,Asia,Metals and mining,,,,1,1,,,
2025,World Kinect,North America,Energy and utilities,,,,,1,,,
2025,X5 Retail Group,Europe,Retail,,,,1,,,,
2025,Novo Nordisk,Europe,Health care and pharmaceuticals,1,,,,1,,,
2025,Olam Group,Asia,"Food, beverages and agriculture",,1,,,,,,
2025,Compass Group,Europe,Industrial goods,,1,,,1,,,
2025,Hyundai Mobis,Asia,Automotive,1,1,,,,,,
2025,Abbott Laboratories,North America,Health care and pharmaceuticals,,,,,,,,
2025,Standard Chartered,Europe,Financial services,1,,,,1,,,
2025,Shanghai Construction Group,Asia,Engineering and construction,,,1,,,,,
2025,Inditex,Europe,Retail,,1,,,,,,
2025,Best Buy,North America,Retail,,1,,,1,,,
2025,Northwestern Mutual,North America,Financial services,,,,,,,,
2025,Schneider Electric,Europe,Technology,1,1,,,1,,,
2025,KB Financial Group,Asia,Financial services,1,1,,,,,,
2025,Northrop Grumman,North America,Aerospace and defense,,,,,1,,,
2025,National Australia Bank,Other,Financial services,1,,,,1,,,
2025,Hanwha,Asia,Financial services,,,,,1,,,
2025,Molina Healthcare,North America,Health care and pharmaceuticals,,,,,,,,
2025,Lufthansa Group,Europe,Transportation and logistics,,1,,1,1,,,
2025,Dollar General,North America,Retail,,,,,1,,,
2025,LyondellBasell Industries,Europe,Chemicals,,,,,,,,
2025,China Minsheng Banking,Asia,Financial services,,,1,,,,,
2025,GSK,Europe,Health care and pharmaceuticals,1,1,,,1,,,
2025,Bank of New York (BNY),North America,Financial services,,,,,1,,,
2025,Haier Smart Home,Asia,Household and personal products,,,,,,,,
2025,Cenovus Energy,North America,Metals and mining,,,,,1,,,
2025,Coop Group,Europe,Retail,,,,,,,,
2025,S.F. Holding,Asia,Transportation and logistics,,1,,,1,,,
2025,Hangzhou Industrial Investment Group,Asia,Financial services,,,,,,,,
2025,Warner Bros. Discovery,North America,Telecommunications and media,,,,,1,,,
2025,CHS,North America,"Food, beverages and agriculture",,,,,,,,
2025,Enbridge,North America,Energy and utilities,,,,,1,,,
2025,Netflix,North America,Telecommunications and media,,1,,,1,,,
2025,Qualcomm,North America,Technology,,1,,,1,,,
2025,KDDI,Asia,Telecommunications and media,1,1,,,1,,,
2025,Shandong Hi-Speed Group,Asia,Transportation and logistics,,,1,,1,,,
2025,General Electric (GE Aerospace),North America,Aerospace and defense,,,,,1,,,
2025,Mercadona,Europe,Retail,,,,,,,,
2025,Honeywell International,North America,Industrial goods,,1,,1,1,,,
2025,Hangzhou Iron and Steel Group,Asia,Metals and mining,,,,,,,,
2025,Guangzhou Industrial Investment Holdings,Asia,Industrial goods,,,,,,,,
2025,Shanghai Pharmaceuticals Holding,Asia,Health care and pharmaceuticals,,,1,,,,,
2025,Suzuki Motor,Asia,Automotive,,,,1,1,,,
2025,Vale,Other,Metals and mining,,,,,1,,,
2025,ThyssenKrupp,Europe,Metals and mining,,1,,,,,,
2025,Salesforce,North America,Technology,,1,,,1,,,
2025,Philip Morris International,North America,Household and personal products,,1,,,1,,,
2025,US Foods Holding,North America,"Food, beverages and agriculture",,1,,,,,,
2025,Shenzhen Investment Holdings,Asia,Financial services,,,,,,,,
2025,Westpac Banking,Other,Financial services,,,,,1,,,
2025,Jiangsu Shagang Group,Asia,Metals and mining,,,1,,,,,
2025,AIA Group,Asia,Financial services,,1,,,,,,
2025,Guangdong Guangxin Holdings,Asia,Financial services,,,,,,,,
2025,QNB Group,Other,Financial services,,,,,,,,
2025,NatWest Group,Europe,Financial services,1,1,,,1,,,
2025,La Poste,Europe,Transportation and logistics,1,1,,,,,,
2025,Siemens Energy,Europe,Energy and utilities,,1,,1,,,,
2025,Luxshare Precision Industry,Asia,Technology,,1,,1,,,,
2025,Energie Baden-Wurttemberg,Europe,Energy and utilities,,1,,1,1,,,
2025,Suncor Energy,North America,Oil and gas,,,,,1,,,
2025,New Hope Holding Group,Asia,"Food, beverages and agriculture",,,,1,,,,
2025,China Electronics,Asia,Technology,,,,,,,,
2025,LG Chem,Asia,Chemicals,,,,,1,,,
2025,SAP,Europe,Technology,1,1,,,1,,,
2025,Migros Group,Europe,Retail,,1,,,1,,,
2025,Meiji Yasuda Life Insurance,Asia,Financial services,,,,,,,,
2025,D.R. Horton,North America,Engineering and construction,,,,,,,,
2025,OMV Group,Europe,Oil and gas,,,,,1,,,
2025,Lithia Motors,North America,Retail,,,,,1,,,
2025,CFE,Other,Energy and utilities,,,,,,,,
2025,Mondelez International,North America,"Food, beverages and agriculture",,1,,,,,,
2025,Schlumberger,North America,Oil and gas,,,,,,,,
2025,Ansteel Group,Asia,Metals and mining,,,,1,,,,
2025,Mitsubishi Electric,Asia,Technology,,1,,,,,,
2025,Jerónimo Martins,Europe,Retail,,1,,,1,,,
2025,Starbucks,North America,"Food, beverages and agriculture",1,1,,,-1,,,
2025,Hailiang Group,Asia,Financial services,,,,,,,,
2025,Mapfre Group,Europe,Financial services,,,,1,1,,,
2025,CK Hutchison Holdings,Asia,Retail,,,,,,,,
2025,ELO Group,Europe,Retail,,,,,,,,
2025,Visa,North America,Financial services,1,1,,,1,,,
2025,China Datang,Asia,Energy and utilities,,,1,,,,,
2025,CRRC Group,Asia,Industrial goods,,,,1,,,,
2025,Jardine Matheson,Asia,Automotive,,,,,,,,
2025,Sompo Holdings,Asia,Financial services,,,,,1,,,
2025,TongLing Nonferrous Metals Group,Asia,Metals and mining,,,1,,,,,
2025,CBRE Group,North America,Real estate,,1,,,1,,,
2025,Rabobank Group,Europe,Financial services,,,,,,,,
2025,Shudao Investment Group,Asia,Engineering and construction,,,,,,,,
2025,Guangzhou Municipal Construction Group,Asia,Engineering and construction,,,,,,,,
2025,Daiwa House Industry,Asia,Engineering and construction,,1,,,1,,,
2025,CRH,Europe,Industrial goods,,1,,,,,,
2025,Lennar,North America,Engineering and construction,,,,,,,,
2025,Guangzhou Pharmaceutical Holdings,Asia,Health care and pharmaceuticals,,,,,,,,
2025,Country Garden Holdings,Asia,Real estate,,,1,,,,,
2025,Pegatron,Asia,Technology,,1,,,,,,
2025,GE Vernova,North America,Energy and utilities,,,,,1,,,
2025,GS Caltex,Asia,Oil and gas,,,,1,,,,
2025,ICICI Bank,Asia,Financial services,,,,1,,,,
2025,Shandong Gold Group,Asia,Metals and mining,,,1,,,,,
2025,International Airlines Group,Europe,Transportation and logistics,,,,,1,,,
2025,Shanghai Delong Steel Group,Asia,Metals and mining,,,,,,,,
2025,PNC Financial Services Group,North America,Financial services,,,,,1,,,
2025,Perusahaan Listrik Negara,Asia,Energy and utilities,,,,,1,,,
2025,Emirates Group,Other,Transportation and logistics,,,,,,,,
2025,Beijing Jianlong Heavy Industry Group,Asia,Metals and mining,,,1,,,,,
2025,Cummins,North America,Industrial goods,,1,,,,,,
2025,China National Coal Group,Asia,Metals and mining,,,1,,,,,
2025,Air France-KLM Group,Europe,Transportation and logistics,,1,,,1,,,
2025,Sumitomo Life Insurance,Asia,Financial services,,,,,1,,,
2025,Paccar,North America,Engineering and construction,,1,,,,,,
2025,Metro,Europe,"Food, beverages and agriculture",,,,1,,,,
2025,BAE Systems,Europe,Aerospace and defense,,1,,,,,,
2025,Tongwei Group,Asia,Energy and utilities,1,,,1,1,,,
2025,Greenland Holding Group,Asia,Real estate,,,1,,,,,
2025,China National Aviation Fuel Group,Asia,Financial services,,,1,,-1,,,
2025,Amgen,North America,Health care and pharmaceuticals,,1,,1,,,,
2025,Hunan Iron & Steel Group,Asia,Metals and mining,,,1,,,,,
2025,St. James's Place,Europe,Financial services,,,,,1,,,
2025,PBF Energy,North America,Oil and gas,,,,,,,,
2025,British American Tobacco,Europe,Household and personal products,,1,,,,,,
2025,Linde,Europe,Chemicals,,1,,1,,,,
2025,Mitsubishi Heavy Industries,Asia,Industrial goods,,,,,,,,
2025,Guangxi Investment Group,Asia,Financial services,,,1,,,,,
2025,GuideWell Mutual Holding,North America,Health care and pharmaceuticals,,,,,,,,
2025,Mazda Motor,Asia,Automotive,,,,1,1,,,
2025,ABB,Europe,Industrial goods,1,1,,,,,,
2025,Magnit,Europe,Retail,,1,,,,,,
2025,CPC,Asia,Oil and gas,,,,,1,,,
2025,Ecopetrol,Other,Metals and mining,,,,,1,,,
2025,Wistron,Asia,Technology,,1,,,1,,,
2025,Medtronic,Europe,Health care and pharmaceuticals,,1,,,1,,,
2025,New China Life Insurance,Asia,Financial services,,,1,,,,,
2025,China General Technology,Asia,Financial services,,,1,,,,,
2025,Heineken,Europe,"Food, beverages and agriculture",1,1,,,1,,,
